algorithm,base_algorithm,execution_type,threads,size,data_type,sample,time_ns,time_ms,sorted
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,REVERSED,5,146002797,146.002797,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,REVERSED,5,659179331,659.179331,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,REVERSED,5,1296381601,1296.381601,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,REVERSED,1,552588,0.552588,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,REVERSED,1,14236180,14.236180,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,REVERSED,1,10444346,10.444346,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,REVERSED,1,14520611,14.520611,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,REVERSED,1,27953829,27.953829,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,REVERSED,2,549212,0.549212,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,REVERSED,2,17642082,17.642082,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,REVERSED,2,11313868,11.313868,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,REVERSED,2,14611714,14.611714,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,REVERSED,2,26181199,26.181199,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,REVERSED,3,558607,0.558607,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,REVERSED,3,14807290,14.807290,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,REVERSED,3,11310154,11.310154,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,REVERSED,3,13646620,13.646620,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,REVERSED,3,22073729,22.073729,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,REVERSED,4,558000,0.558000,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,REVERSED,4,16139569,16.139569,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,REVERSED,4,11919304,11.919304,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,REVERSED,4,16177743,16.177743,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,REVERSED,4,22995578,22.995578,true
SelectionSortSerial,SelectionSort,SERIAL,1,1000,REVERSED,5,462990,0.462990,true
SelectionSortParallel,SelectionSort,PARALLEL,2,1000,REVERSED,5,17063372,17.063372,true
SelectionSortParallel,SelectionSort,PARALLEL,4,1000,REVERSED,5,19567438,19.567438,true
SelectionSortParallel,SelectionSort,PARALLEL,8,1000,REVERSED,5,22967497,22.967497,true
SelectionSortParallel,SelectionSort,PARALLEL,16,1000,REVERSED,5,21399301,21.399301,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,REVERSED,1,2395303,2.395303,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,REVERSED,1,29536273,29.536273,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,REVERSED,1,30803958,30.803958,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,REVERSED,1,41198219,41.198219,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,REVERSED,1,50792980,50.792980,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,REVERSED,2,855507,0.855507,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,REVERSED,2,16162414,16.162414,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,REVERSED,2,18321247,18.321247,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,REVERSED,2,21807906,21.807906,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,REVERSED,2,31316337,31.316337,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,REVERSED,3,1221379,1.221379,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,REVERSED,3,25868909,25.868909,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,REVERSED,3,28541456,28.541456,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,REVERSED,3,39925892,39.925892,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,REVERSED,3,42188144,42.188144,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,REVERSED,4,838930,0.838930,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,REVERSED,4,19164425,19.164425,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,REVERSED,4,33919242,33.919242,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,REVERSED,4,42587357,42.587357,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,REVERSED,4,39145734,39.145734,true
SelectionSortSerial,SelectionSort,SERIAL,1,2000,REVERSED,5,3410739,3.410739,true
SelectionSortParallel,SelectionSort,PARALLEL,2,2000,REVERSED,5,30478156,30.478156,true
SelectionSortParallel,SelectionSort,PARALLEL,4,2000,REVERSED,5,19155310,19.155310,true
SelectionSortParallel,SelectionSort,PARALLEL,8,2000,REVERSED,5,28035453,28.035453,true
SelectionSortParallel,SelectionSort,PARALLEL,16,2000,REVERSED,5,25374389,25.374389,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,REVERSED,1,4969171,4.969171,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,REVERSED,1,34521157,34.521157,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,REVERSED,1,52219937,52.219937,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,REVERSED,1,95971252,95.971252,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,REVERSED,1,141833445,141.833445,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,REVERSED,2,8857646,8.857646,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,REVERSED,2,37206127,37.206127,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,REVERSED,2,59525451,59.525451,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,REVERSED,2,56078552,56.078552,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,REVERSED,2,68740648,68.740648,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,REVERSED,3,6811327,6.811327,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,REVERSED,3,37978149,37.978149,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,REVERSED,3,44190259,44.190259,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,REVERSED,3,64486287,64.486287,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,REVERSED,3,83761754,83.761754,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,REVERSED,4,5314687,5.314687,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,REVERSED,4,49713331,49.713331,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,REVERSED,4,41042814,41.042814,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,REVERSED,4,85253122,85.253122,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,REVERSED,4,106946478,106.946478,true
SelectionSortSerial,SelectionSort,SERIAL,1,5000,REVERSED,5,6095805,6.095805,true
SelectionSortParallel,SelectionSort,PARALLEL,2,5000,REVERSED,5,34357610,34.357610,true
SelectionSortParallel,SelectionSort,PARALLEL,4,5000,REVERSED,5,39702431,39.702431,true
SelectionSortParallel,SelectionSort,PARALLEL,8,5000,REVERSED,5,49928379,49.928379,true
SelectionSortParallel,SelectionSort,PARALLEL,16,5000,REVERSED,5,106051999,106.051999,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,REVERSED,1,27036827,27.036827,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,REVERSED,1,77824798,77.824798,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,REVERSED,1,87097103,87.097103,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,REVERSED,1,119363719,119.363719,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,REVERSED,1,138095972,138.095972,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,REVERSED,2,22842948,22.842948,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,REVERSED,2,87188106,87.188106,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,REVERSED,2,87250406,87.250406,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,REVERSED,2,155206271,155.206271,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,REVERSED,2,237783574,237.783574,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,REVERSED,3,22180861,22.180861,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,REVERSED,3,107818244,107.818244,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,REVERSED,3,128503109,128.503109,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,REVERSED,3,165292067,165.292067,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,REVERSED,3,168280045,168.280045,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,REVERSED,4,28126664,28.126664,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,REVERSED,4,98783045,98.783045,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,REVERSED,4,127993204,127.993204,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,REVERSED,4,119390698,119.390698,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,REVERSED,4,165319709,165.319709,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,REVERSED,5,23394356,23.394356,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,REVERSED,5,86933625,86.933625,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,REVERSED,5,120555055,120.555055,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,REVERSED,5,184636321,184.636321,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,REVERSED,5,258605995,258.605995,true
MergeSortSerial,MergeSort,SERIAL,1,10000,REVERSED,1,277280,0.277280,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,REVERSED,1,575583,0.575583,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,REVERSED,1,490809,0.490809,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,REVERSED,1,492979,0.492979,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,REVERSED,1,484180,0.484180,true
MergeSortSerial,MergeSort,SERIAL,1,10000,REVERSED,2,206478,0.206478,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,REVERSED,2,371003,0.371003,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,REVERSED,2,323460,0.323460,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,REVERSED,2,420313,0.420313,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,REVERSED,2,470350,0.470350,true
MergeSortSerial,MergeSort,SERIAL,1,10000,REVERSED,3,226449,0.226449,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,REVERSED,3,517569,0.517569,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,REVERSED,3,475914,0.475914,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,REVERSED,3,303395,0.303395,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,REVERSED,3,503855,0.503855,true
MergeSortSerial,MergeSort,SERIAL,1,10000,REVERSED,4,236298,0.236298,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,REVERSED,4,494652,0.494652,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,REVERSED,4,518433,0.518433,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,REVERSED,4,562249,0.562249,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,REVERSED,4,584369,0.584369,true
MergeSortSerial,MergeSort,SERIAL,1,10000,REVERSED,5,499397,0.499397,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,REVERSED,5,660864,0.660864,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,REVERSED,5,555261,0.555261,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,REVERSED,5,719069,0.719069,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,REVERSED,5,738320,0.738320,true
MergeSortSerial,MergeSort,SERIAL,1,50000,REVERSED,1,2857858,2.857858,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,REVERSED,1,2371832,2.371832,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,REVERSED,1,1738164,1.738164,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,REVERSED,1,2025341,2.025341,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,REVERSED,1,1755092,1.755092,true
MergeSortSerial,MergeSort,SERIAL,1,50000,REVERSED,2,3096523,3.096523,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,REVERSED,2,2555930,2.555930,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,REVERSED,2,1642447,1.642447,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,REVERSED,2,1348374,1.348374,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,REVERSED,2,1790651,1.790651,true
MergeSortSerial,MergeSort,SERIAL,1,50000,REVERSED,3,2185034,2.185034,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,REVERSED,3,1746235,1.746235,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,REVERSED,3,1123872,1.123872,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,REVERSED,3,902620,0.902620,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,REVERSED,3,1206395,1.206395,true
MergeSortSerial,MergeSort,SERIAL,1,50000,REVERSED,4,1596064,1.596064,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,REVERSED,4,2029924,2.029924,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,REVERSED,4,1216646,1.216646,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,REVERSED,4,1314542,1.314542,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,REVERSED,4,1357083,1.357083,true
MergeSortSerial,MergeSort,SERIAL,1,50000,REVERSED,5,2544412,2.544412,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,REVERSED,5,1632496,1.632496,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,REVERSED,5,984773,0.984773,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,REVERSED,5,997057,0.997057,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,REVERSED,5,733811,0.733811,true
MergeSortSerial,MergeSort,SERIAL,1,100000,REVERSED,1,3542019,3.542019,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,REVERSED,1,2788570,2.788570,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,REVERSED,1,1645090,1.645090,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,REVERSED,1,1477133,1.477133,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,REVERSED,1,1514372,1.514372,true
MergeSortSerial,MergeSort,SERIAL,1,100000,REVERSED,2,2613116,2.613116,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,REVERSED,2,2188781,2.188781,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,REVERSED,2,1416066,1.416066,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,REVERSED,2,1379501,1.379501,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,REVERSED,2,1162377,1.162377,true
MergeSortSerial,MergeSort,SERIAL,1,100000,REVERSED,3,2378446,2.378446,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,REVERSED,3,2498946,2.498946,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,REVERSED,3,1321811,1.321811,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,REVERSED,3,1463136,1.463136,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,REVERSED,3,1380466,1.380466,true
MergeSortSerial,MergeSort,SERIAL,1,100000,REVERSED,4,2375140,2.375140,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,REVERSED,4,2595510,2.595510,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,REVERSED,4,1465942,1.465942,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,REVERSED,4,1328766,1.328766,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,REVERSED,4,1312960,1.312960,true
MergeSortSerial,MergeSort,SERIAL,1,100000,REVERSED,5,3135705,3.135705,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,REVERSED,5,2833159,2.833159,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,REVERSED,5,1844513,1.844513,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,REVERSED,5,1550056,1.550056,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,REVERSED,5,2173940,2.173940,true
MergeSortSerial,MergeSort,SERIAL,1,500000,REVERSED,1,13786491,13.786491,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,REVERSED,1,8947007,8.947007,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,REVERSED,1,7008272,7.008272,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,REVERSED,1,6714992,6.714992,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,REVERSED,1,7797341,7.797341,true
MergeSortSerial,MergeSort,SERIAL,1,500000,REVERSED,2,13254772,13.254772,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,REVERSED,2,8500532,8.500532,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,REVERSED,2,7610415,7.610415,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,REVERSED,2,5672958,5.672958,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,REVERSED,2,4303249,4.303249,true
MergeSortSerial,MergeSort,SERIAL,1,500000,REVERSED,3,15264946,15.264946,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,REVERSED,3,11758715,11.758715,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,REVERSED,3,6150764,6.150764,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,REVERSED,3,4840780,4.840780,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,REVERSED,3,4120432,4.120432,true
MergeSortSerial,MergeSort,SERIAL,1,500000,REVERSED,4,13757444,13.757444,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,REVERSED,4,10118499,10.118499,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,REVERSED,4,7120360,7.120360,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,REVERSED,4,5884730,5.884730,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,REVERSED,4,5595408,5.595408,true
MergeSortSerial,MergeSort,SERIAL,1,500000,REVERSED,5,13117639,13.117639,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,REVERSED,5,9268861,9.268861,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,REVERSED,5,7351644,7.351644,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,REVERSED,5,5466950,5.466950,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,REVERSED,5,5283283,5.283283,true
QuickSortSerial,QuickSort,SERIAL,1,10000,REVERSED,1,254184,0.254184,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,REVERSED,1,551182,0.551182,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,REVERSED,1,523376,0.523376,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,REVERSED,1,527509,0.527509,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,REVERSED,1,526837,0.526837,true
QuickSortSerial,QuickSort,SERIAL,1,10000,REVERSED,2,232773,0.232773,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,REVERSED,2,598922,0.598922,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,REVERSED,2,586562,0.586562,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,REVERSED,2,598621,0.598621,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,REVERSED,2,637193,0.637193,true
QuickSortSerial,QuickSort,SERIAL,1,10000,REVERSED,3,261432,0.261432,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,REVERSED,3,433533,0.433533,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,REVERSED,3,563216,0.563216,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,REVERSED,3,544038,0.544038,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,REVERSED,3,577209,0.577209,true
QuickSortSerial,QuickSort,SERIAL,1,10000,REVERSED,4,239097,0.239097,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,REVERSED,4,635296,0.635296,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,REVERSED,4,316148,0.316148,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,REVERSED,4,569205,0.569205,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,REVERSED,4,558269,0.558269,true
QuickSortSerial,QuickSort,SERIAL,1,10000,REVERSED,5,223068,0.223068,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,REVERSED,5,601908,0.601908,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,REVERSED,5,634751,0.634751,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,REVERSED,5,395136,0.395136,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,REVERSED,5,699769,0.699769,true
QuickSortSerial,QuickSort,SERIAL,1,50000,REVERSED,1,1764412,1.764412,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,REVERSED,1,1793905,1.793905,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,REVERSED,1,1293351,1.293351,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,REVERSED,1,1013695,1.013695,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,REVERSED,1,1629311,1.629311,true
QuickSortSerial,QuickSort,SERIAL,1,50000,REVERSED,2,2507672,2.507672,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,REVERSED,2,1795543,1.795543,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,REVERSED,2,1500424,1.500424,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,REVERSED,2,1415830,1.415830,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,REVERSED,2,1499892,1.499892,true
QuickSortSerial,QuickSort,SERIAL,1,50000,REVERSED,3,2662143,2.662143,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,REVERSED,3,2643921,2.643921,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,REVERSED,3,1775272,1.775272,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,REVERSED,3,1467942,1.467942,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,REVERSED,3,1388534,1.388534,true
QuickSortSerial,QuickSort,SERIAL,1,50000,REVERSED,4,2989941,2.989941,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,REVERSED,4,3121068,3.121068,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,REVERSED,4,1508040,1.508040,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,REVERSED,4,1400578,1.400578,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,REVERSED,4,2371451,2.371451,true
QuickSortSerial,QuickSort,SERIAL,1,50000,REVERSED,5,3204405,3.204405,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,REVERSED,5,2617917,2.617917,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,REVERSED,5,1939478,1.939478,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,REVERSED,5,1554469,1.554469,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,REVERSED,5,1443178,1.443178,true
QuickSortSerial,QuickSort,SERIAL,1,100000,REVERSED,1,5857155,5.857155,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,REVERSED,1,4625617,4.625617,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,REVERSED,1,3261734,3.261734,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,REVERSED,1,3083557,3.083557,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,REVERSED,1,3837620,3.837620,true
QuickSortSerial,QuickSort,SERIAL,1,100000,REVERSED,2,7901266,7.901266,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,REVERSED,2,3249630,3.249630,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,REVERSED,2,1678639,1.678639,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,REVERSED,2,2245910,2.245910,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,REVERSED,2,2876833,2.876833,true
QuickSortSerial,QuickSort,SERIAL,1,100000,REVERSED,3,4145314,4.145314,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,REVERSED,3,2181344,2.181344,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,REVERSED,3,2304727,2.304727,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,REVERSED,3,1725509,1.725509,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,REVERSED,3,1724507,1.724507,true
QuickSortSerial,QuickSort,SERIAL,1,100000,REVERSED,4,3445597,3.445597,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,REVERSED,4,3657638,3.657638,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,REVERSED,4,1757042,1.757042,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,REVERSED,4,1661946,1.661946,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,REVERSED,4,1716781,1.716781,true
QuickSortSerial,QuickSort,SERIAL,1,100000,REVERSED,5,3054083,3.054083,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,REVERSED,5,3320215,3.320215,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,REVERSED,5,1812876,1.812876,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,REVERSED,5,1293306,1.293306,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,REVERSED,5,1646675,1.646675,true
QuickSortSerial,QuickSort,SERIAL,1,500000,REVERSED,1,17880835,17.880835,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,REVERSED,1,11128424,11.128424,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,REVERSED,1,7489008,7.489008,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,REVERSED,1,6982137,6.982137,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,REVERSED,1,5716109,5.716109,true
QuickSortSerial,QuickSort,SERIAL,1,500000,REVERSED,2,16594577,16.594577,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,REVERSED,2,10457427,10.457427,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,REVERSED,2,5935650,5.935650,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,REVERSED,2,4224252,4.224252,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,REVERSED,2,4467840,4.467840,true
QuickSortSerial,QuickSort,SERIAL,1,500000,REVERSED,3,19695035,19.695035,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,REVERSED,3,10746505,10.746505,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,REVERSED,3,9736079,9.736079,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,REVERSED,3,8212665,8.212665,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,REVERSED,3,9491565,9.491565,true
QuickSortSerial,QuickSort,SERIAL,1,500000,REVERSED,4,26693232,26.693232,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,REVERSED,4,18234193,18.234193,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,REVERSED,4,7935075,7.935075,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,REVERSED,4,6109087,6.109087,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,REVERSED,4,5198060,5.198060,true
QuickSortSerial,QuickSort,SERIAL,1,500000,REVERSED,5,19166328,19.166328,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,REVERSED,5,10580474,10.580474,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,REVERSED,5,12149977,12.149977,true
